Accuracy,Val Accuracy,Loss,Val Loss
0.5512413382530212,0.689217746257782,1.4644871950149536,0.9488223791122437
0.7196192145347595,0.7600423097610474,0.8334328532218933,0.6757369041442871
0.7750606536865234,0.8065539002418518,0.655584990978241,0.5476429462432861
0.8112749457359314,0.8477801084518433,0.5455459952354431,0.45510002970695496
0.8362889885902405,0.858350932598114,0.4898506999015808,0.4244234561920166
0.8573828339576721,0.8921775817871094,0.4337352216243744,0.3749852180480957
0.8721299171447754,0.8964059352874756,0.383767694234848,0.34994322061538696
0.8846369385719299,0.9038054943084717,0.3462122976779938,0.3205242156982422
0.8917304277420044,0.9069767594337463,0.32872533798217773,0.30532392859458923
0.9014373421669006,0.9175475835800171,0.3016391694545746,0.27632221579551697
0.9049841165542603,0.9090909361839294,0.28487104177474976,0.2750830054283142
0.9133843779563904,0.9143763184547424,0.2616192698478699,0.24524597823619843
0.9184244871139526,0.9344608783721924,0.24857209622859955,0.2175241857767105
0.9227179288864136,0.9260042309761047,0.23767469823360443,0.22535574436187744
0.926824688911438,0.9101479649543762,0.22621499001979828,0.24359604716300964
0.927198052406311,0.9238900542259216,0.2136356085538864,0.21685408055782318
0.9316781759262085,0.9196617603302002,0.20690728724002838,0.21356187760829926
0.931864857673645,0.9365750551223755,0.200465589761734,0.18516051769256592
0.9382116794586182,0.9291754961013794,0.1872536987066269,0.18397720158100128
0.9387717247009277,0.9249471426010132,0.18035303056240082,0.21464571356773376
0.9372783303260803,0.9344608783721924,0.17527565360069275,0.17724573612213135
0.9443718791007996,0.94291752576828,0.16614319384098053,0.16293668746948242
0.9451185464859009,0.9418604373931885,0.16502951085567474,0.16059575974941254
0.9499719738960266,0.9355179667472839,0.15302817523479462,0.180873841047287
0.9497853517532349,0.9503171443939209,0.15254096686840057,0.15265898406505585
0.9548254609107971,0.94291752576828,0.14522838592529297,0.1578088253736496
0.9566921591758728,0.9397463202476501,0.13852903246879578,0.17714568972587585
0.9548254609107971,0.9408034086227417,0.1383015513420105,0.1672121286392212
0.9566921591758728,0.9556025266647339,0.1342063695192337,0.13446946442127228
0.9591189026832581,0.9450317025184631,0.13046301901340485,0.15504059195518494
0.9589322209358215,0.9460887908935547,0.12466602027416229,0.15057222545146942
0.9619190096855164,0.9513742327690125,0.12083040177822113,0.1438998430967331
0.960798978805542,0.9482029676437378,0.11584125459194183,0.14674633741378784
0.9583722352981567,0.9439746141433716,0.11994779855012894,0.1706768423318863
0.9600522518157959,0.9513742327690125,0.1151089072227478,0.14619180560112
0.9660257697105408,0.9524312615394592,0.11118174344301224,0.12420129776000977
0.9675191044807434,0.96300208568573,0.1035662591457367,0.11791891604661942
0.9647190570831299,0.96300208568573,0.10433920472860336,0.11956465244293213
0.9667724370956421,0.9418604373931885,0.10589460283517838,0.16695038974285126
0.9695725440979004,0.96300208568573,0.094545878469944,0.11522901058197021
0.9691991806030273,0.9608879685401917,0.0945328027009964,0.11498827487230301
0.9706925749778748,0.9355179667472839,0.0937458947300911,0.18881461024284363
0.9701325297355652,0.9693446159362793,0.09654822945594788,0.09461355954408646
0.9714392423629761,0.9661733508110046,0.09455552697181702,0.1075492575764656
0.9701325297355652,0.9598308801651001,0.0921608954668045,0.11881792545318604
0.9706925749778748,0.9651162624359131,0.09485235065221786,0.10246668010950089
0.9734926223754883,0.9693446159362793,0.08331932872533798,0.0832747370004654
0.9734926223754883,0.9503171443939209,0.08700912445783615,0.14087387919425964
0.9736793041229248,0.9704017043113708,0.08347590267658234,0.08838053792715073
0.9721859097480774,0.9682875275611877,0.08472146838903427,0.10289934277534485
0.9785327315330505,0.9556025266647339,0.0775780901312828,0.12727157771587372
0.9762927293777466,0.9513742327690125,0.07674308121204376,0.13505041599273682
0.9761060476303101,0.9767441749572754,0.07537612318992615,0.0771310105919838
0.9787194132804871,0.9587737917900085,0.07040755450725555,0.1222766861319542
0.975359320640564,0.957716703414917,0.07783407717943192,0.11425174027681351
0.9764793515205383,0.9661733508110046,0.0724668875336647,0.09650345891714096
0.9781594276428223,0.9608879685401917,0.07270058244466782,0.10650437325239182
0.977412760257721,0.96300208568573,0.06953982263803482,0.10914698243141174
0.9766660332679749,0.9587737917900085,0.07119372487068176,0.11880189180374146
0.9781594276428223,0.9746299982070923,0.07175061106681824,0.0864253044128418
0.9766660332679749,0.957716703414917,0.06640371680259705,0.11928790807723999
0.9779727458953857,0.96300208568573,0.06950113922357559,0.11029936373233795
0.9796527624130249,0.9608879685401917,0.06541198492050171,0.11253757029771805
0.9787194132804871,0.9260042309761047,0.06736777722835541,0.20193113386631012
0.9798394441604614,0.9651162624359131,0.06345759332180023,0.09967891871929169
0.9805861711502075,0.9661733508110046,0.06427901238203049,0.09851458668708801
0.9822661876678467,0.9651162624359131,0.06141074001789093,0.09904519468545914
0.9787194132804871,0.9672304391860962,0.06510067731142044,0.08755474537611008
0.9809594750404358,0.9756870865821838,0.05914298817515373,0.06777466088533401
0.9787194132804871,0.9704017043113708,0.0609365776181221,0.0871109664440155
0.9785327315330505,0.9640591740608215,0.06565684825181961,0.08836869895458221
0.9809594750404358,0.9704017043113708,0.06203582137823105,0.08734796196222305
0.9809594750404358,0.9704017043113708,0.05944002792239189,0.08141171187162399
