pose_name,x_NOSE,y_NOSE,z_NOSE,x_LEFT_EYE_INNER,y_LEFT_EYE_INNER,z_LEFT_EYE_INNER,x_LEFT_EYE,y_LEFT_EYE,z_LEFT_EYE,x_LEFT_EYE_OUTER,y_LEFT_EYE_OUTER,z_LEFT_EYE_OUTER,x_RIGHT_EYE_INNER,y_RIGHT_EYE_INNER,z_RIGHT_EYE_INNER,x_RIGHT_EYE,y_RIGHT_EYE,z_RIGHT_EYE,x_RIGHT_EYE_OUTER,y_RIGHT_EYE_OUTER,z_RIGHT_EYE_OUTER,x_LEFT_EAR,y_LEFT_EAR,z_LEFT_EAR,x_RIGHT_EAR,y_RIGHT_EAR,z_RIGHT_EAR,x_MOUTH_LEFT,y_MOUTH_LEFT,z_MOUTH_LEFT,x_MOUTH_RIGHT,y_MOUTH_RIGHT,z_MOUTH_RIGHT,x_LEFT_SHOULDER,y_LEFT_SHOULDER,z_LEFT_SHOULDER,x_RIGHT_SHOULDER,y_RIGHT_SHOULDER,z_RIGHT_SHOULDER,x_LEFT_ELBOW,y_LEFT_ELBOW,z_LEFT_ELBOW,x_RIGHT_ELBOW,y_RIGHT_ELBOW,z_RIGHT_ELBOW,x_LEFT_WRIST,y_LEFT_WRIST,z_LEFT_WRIST,x_RIGHT_WRIST,y_RIGHT_WRIST,z_RIGHT_WRIST,x_LEFT_PINKY,y_LEFT_PINKY,z_LEFT_PINKY,x_RIGHT_PINKY,y_RIGHT_PINKY,z_RIGHT_PINKY,x_LEFT_INDEX,y_LEFT_INDEX,z_LEFT_INDEX,x_RIGHT_INDEX,y_RIGHT_INDEX,z_RIGHT_INDEX,x_LEFT_THUMB,y_LEFT_THUMB,z_LEFT_THUMB,x_RIGHT_THUMB,y_RIGHT_THUMB,z_RIGHT_THUMB,x_LEFT_HIP,y_LEFT_HIP,z_LEFT_HIP,x_RIGHT_HIP,y_RIGHT_HIP,z_RIGHT_HIP,x_LEFT_KNEE,y_LEFT_KNEE,z_LEFT_KNEE,x_RIGHT_KNEE,y_RIGHT_KNEE,z_RIGHT_KNEE,x_LEFT_ANKLE,y_LEFT_ANKLE,z_LEFT_ANKLE,x_RIGHT_ANKLE,y_RIGHT_ANKLE,z_RIGHT_ANKLE,x_LEFT_HEEL,y_LEFT_HEEL,z_LEFT_HEEL,x_RIGHT_HEEL,y_RIGHT_HEEL,z_RIGHT_HEEL,x_LEFT_FOOT_INDEX,y_LEFT_FOOT_INDEX,z_LEFT_FOOT_INDEX,x_RIGHT_FOOT_INDEX,y_RIGHT_FOOT_INDEX,z_RIGHT_FOOT_INDEX
Anjaneyasana,0.3834220767021179,0.3534504771232605,-0.2045014500617981,0.4003089368343353,0.3343494236469269,-0.2587668001651764,0.40581804513931274,0.3343640863895416,-0.2594333589076996,0.41117629408836365,0.33452802896499634,-0.2596251964569092,0.3955670893192291,0.33399614691734314,-0.18089470267295837,0.3979080021381378,0.3338686525821686,-0.181749626994133,0.4005841910839081,0.3335620164871216,-0.18213212490081787,0.4384266436100006,0.34660273790359497,-0.39670783281326294,0.4332875907421112,0.34550750255584717,-0.038256652653217316,0.391020268201828,0.37556537985801697,-0.2417455017566681,0.3863254189491272,0.3764326572418213,-0.1427375078201294,0.4745548367500305,0.4503556787967682,-0.5512025356292725,0.45220422744750977,0.4433787167072296,0.1336125135421753,0.4477554261684418,0.2843713164329529,-0.7629395127296448,0.44265052676200867,0.29099488258361816,0.07649688422679901,0.4672800898551941,0.12638318538665771,-0.7940605878829956,0.4631917178630829,0.1520376205444336,-0.20364150404930115,0.470946729183197,0.08190679550170898,-0.8734278678894043,0.47296521067619324,0.11675041913986206,-0.25692659616470337,0.4947662949562073,0.08354538679122925,-0.8684492111206055,0.49037083983421326,0.11312025785446167,-0.28639599680900574,0.4941199719905853,0.09738564491271973,-0.7954614162445068,0.4887898862361908,0.12493115663528442,-0.23521459102630615,0.44001761078834534,0.7441232800483704,-0.20494240522384644,0.3931146264076233,0.722146213054657,0.20438532531261444,0.6402354836463928,0.9201115369796753,-0.3897506594657898,0.18622159957885742,0.6572633981704712,0.393474817276001,0.9015971422195435,0.9212146401405334,-0.2118227481842041,0.15686523914337158,0.8752122521400452,0.5499628186225891,0.9283231496810913,0.8907392621040344,-0.199244886636734,0.1778930276632309,0.9192399382591248,0.5580018758773804,0.9558698534965515,0.9406206011772156,-0.3339097201824188,0.04375183582305908,0.9129226207733154,0.4736965596675873
Anjaneyasana,0.8880284428596497,0.1204565167427063,-0.3962136507034302,0.8737945556640625,0.08561110496520996,-0.3636198341846466,0.8668521642684937,0.0839313268661499,-0.3641931414604187,0.8587679266929626,0.08289152383804321,-0.36439192295074463,0.873181939125061,0.08616417646408081,-0.4612250030040741,0.8666868209838867,0.0849606990814209,-0.4617791771888733,0.8595162034034729,0.08412640541791916,-0.4620892107486725,0.7944937944412231,0.08803033828735352,-0.21188142895698547,0.8040539026260376,0.08942252397537231,-0.6482237577438354,0.8624969720840454,0.14447030425071716,-0.32485902309417725,0.8620650172233582,0.14425736665725708,-0.4559019207954407,0.6593978404998779,0.23660823702812195,-0.006201652809977531,0.6571410894393921,0.24763807654380798,-0.7787501215934753,0.43797028064727783,0.4324677586555481,0.03724271059036255,0.4118979573249817,0.436911404132843,-0.8006467819213867,0.2578442692756653,0.5858811736106873,-0.06133473664522171,0.20402701199054718,0.62042236328125,-0.6022089719772339,0.18120792508125305,0.6180416941642761,-0.08349873870611191,0.1355569064617157,0.6365753412246704,-0.6748430728912354,0.16496333479881287,0.6314727067947388,-0.14273767173290253,0.1486172378063202,0.6611799597740173,-0.7245776057243347,0.21897271275520325,0.6322347521781921,-0.08749505132436752,0.18370629847049713,0.6668632626533508,-0.6227073669433594,0.49585244059562683,0.6060239672660828,0.2635434865951538,0.46863478422164917,0.6325042247772217,-0.26408660411834717,0.8693150877952576,0.5945892930030823,0.6128494143486023,0.29564276337623596,0.9623642563819885,-0.42306411266326904,0.8879798650741577,0.8790393471717834,0.81806880235672,0.13840261101722717,0.6793616414070129,0.11721733957529068,0.8588037490844727,0.9376063346862793,0.8205851912498474,0.17116311192512512,0.6402161121368408,0.18480896949768066,1.0021841526031494,0.929047703742981,0.8824315667152405,0.00878286361694336,0.5848595499992371,0.32233017683029175
Anjaneyasana,0.8734212517738342,0.30848634243011475,-0.13601641356945038,0.8416392207145691,0.2873906195163727,-0.08500733971595764,0.8366655707359314,0.2882384657859802,-0.08575855940580368,0.8315859436988831,0.28918761014938354,-0.08570943772792816,0.8408247828483582,0.2882300317287445,-0.19645467400550842,0.8356719613075256,0.28949010372161865,-0.1972941756248474,0.8303541541099548,0.29078346490859985,-0.19770531356334686,0.7877669930458069,0.31163522601127625,0.12548105418682098,0.788857638835907,0.31151053309440613,-0.3885687589645386,0.8681178689002991,0.33428841829299927,-0.04555676504969597,0.8651565909385681,0.3347208499908447,-0.1996043175458908,0.7067549824714661,0.4555644392967224,0.2727857530117035,0.7640607357025146,0.42331385612487793,-0.5474797487258911,0.565349817276001,0.598936140537262,0.3535259962081909,0.6689406633377075,0.238164022564888,-0.8560438752174377,0.7006381750106812,0.7179781198501587,0.2024494856595993,0.5112547874450684,0.11014902591705322,-0.9196913838386536,0.7245748043060303,0.7535308003425598,0.19785353541374207,0.46908849477767944,0.06972038745880127,-1.0413051843643188,0.7440717220306396,0.748910129070282,0.08430653065443039,0.4503546357154846,0.08047705888748169,-0.9878813028335571,0.7366172075271606,0.7367092370986938,0.14855670928955078,0.4599562883377075,0.0967792272567749,-0.9129495024681091,0.7804120779037476,0.7409525513648987,0.22382168471813202,0.824226975440979,0.7633660435676575,-0.224321648478508,0.5117915868759155,0.9026312232017517,0.3886644244194031,0.5044677257537842,0.9270308017730713,-0.3395354151725769,0.15387678146362305,0.9283125400543213,0.6900234818458557,0.12673848867416382,0.9367415904998779,-0.2613235116004944,0.13069415092468262,0.9028518199920654,0.7133780717849731,0.09007328748703003,0.9203510284423828,-0.25436830520629883,0.1681697964668274,0.9715699553489685,0.6095426082611084,0.031440138816833496,0.9682031273841858,-0.44282206892967224
Anjaneyasana,0.5824019908905029,0.3000161945819855,-0.14461244642734528,0.560200035572052,0.2953188717365265,-0.11402079463005066,0.5585207939147949,0.29825830459594727,-0.1144508644938469,0.5567223429679871,0.3020523488521576,-0.1142885610461235,0.5574175119400024,0.2959454357624054,-0.19422465562820435,0.5541664958000183,0.29932186007499695,-0.1948615461587906,0.5509492754936218,0.3035047948360443,-0.1951616257429123,0.5372335314750671,0.33486858010292053,0.0299273319542408,0.5365915894508362,0.33680206537246704,-0.3297349512577057,0.5910645127296448,0.3251117169857025,-0.07804614305496216,0.5892722010612488,0.32537412643432617,-0.18609607219696045,0.5681869387626648,0.4337434470653534,0.2289646863937378,0.5779691338539124,0.436410129070282,-0.47420719265937805,0.648204505443573,0.28143826127052307,0.21096791326999664,0.6538360714912415,0.2748419940471649,-0.6589643359184265,0.6577680110931396,0.13177752494812012,-0.049047522246837616,0.662747859954834,0.11895149946212769,-0.6795244216918945,0.6602200865745544,0.08791589736938477,-0.08484543859958649,0.6678910255432129,0.07150447368621826,-0.7839613556861877,0.648678183555603,0.08734995126724243,-0.14110608398914337,0.6506913304328918,0.07421553134918213,-0.7546693086624146,0.6471276879310608,0.10044246912002563,-0.08453183621168137,0.6478708982467651,0.08925920724868774,-0.6756095290184021,0.5934237837791443,0.7570827007293701,0.20872224867343903,0.6353864073753357,0.7626221179962158,-0.20917591452598572,0.3939396142959595,0.9186028242111206,0.23198789358139038,0.8652089834213257,0.6475793123245239,-0.18891064822673798,0.13619178533554077,0.9174985885620117,0.19624009728431702,0.8779895305633545,0.9198645353317261,-0.052526675164699554,0.11572384834289551,0.8912723660469055,0.19034001231193542,0.857957124710083,0.9651910066604614,-0.039674121886491776,0.025546791031956673,0.9541604518890381,0.07551013678312302,0.9890692830085754,0.971291184425354,-0.14161621034145355
Anjaneyasana,0.19895006716251373,0.17344766855239868,-1.5733634233474731,0.22442129254341125,0.14595946669578552,-1.5705913305282593,0.2415325790643692,0.1438950002193451,-1.5716477632522583,0.25771504640579224,0.14265280961990356,-1.5717687606811523,0.19214151799678802,0.14794105291366577,-1.5129399299621582,0.18435078859329224,0.14762401580810547,-1.5139555931091309,0.17611800134181976,0.14712011814117432,-1.5146489143371582,0.31057441234588623,0.1478215456008911,-1.3817262649536133,0.20216698944568634,0.15157100558280945,-1.130083680152893,0.23669248819351196,0.19741860032081604,-1.4906419515609741,0.19896802306175232,0.19818231463432312,-1.4221771955490112,0.4665367007255554,0.289874792098999,-1.2916004657745361,0.18617521226406097,0.2567213177680969,-0.6873531937599182,0.5066063404083252,0.49474528431892395,-1.3828939199447632,0.1627921611070633,0.45548057556152344,-0.7264703512191772,0.5086956024169922,0.6773487329483032,-1.4589821100234985,0.09820601344108582,0.6147142052650452,-1.0462572574615479,0.5555616617202759,0.720131516456604,-1.5810490846633911,0.05356016755104065,0.6536338925361633,-1.1191813945770264,0.49554216861724854,0.7335804104804993,-1.6291733980178833,0.04951298236846924,0.652279257774353,-1.2289848327636719,0.4706204831600189,0.7163355350494385,-1.478559136390686,0.07303392887115479,0.636660635471344,-1.103380560874939,0.5031499862670898,0.5323343276977539,-0.17352722585201263,0.335687518119812,0.5137876272201538,0.17305588722229004,0.6905350685119629,0.6622062921524048,0.2543192505836487,0.05550515651702881,0.46885013580322266,-0.49381014704704285,0.8325031399726868,0.5359190106391907,1.1893105506896973,0.2217298299074173,0.6837669610977173,-0.23566274344921112,0.8113033175468445,0.5031419396400452,1.2723824977874756,0.27159491181373596,0.7053489089012146,-0.21498776972293854,0.9144140481948853,0.5298694372177124,1.1424659490585327,0.12394463270902634,0.7664220929145813,-0.43039149045944214
Anjaneyasana,0.4101138412952423,0.30732470750808716,-0.189181849360466,0.43007752299308777,0.31114745140075684,-0.22845017910003662,0.4310876727104187,0.3134382963180542,-0.2291298508644104,0.431613564491272,0.3153310716152191,-0.22942636907100677,0.4301862418651581,0.3123139441013336,-0.16449961066246033,0.43128111958503723,0.3153831362724304,-0.16518373787403107,0.4322563707828522,0.3179578185081482,-0.16538900136947632,0.43237704038619995,0.3456810414791107,-0.32919028401374817,0.43367719650268555,0.3472118675708771,-0.03454761207103729,0.3954133093357086,0.3230511546134949,-0.21741105616092682,0.3938761353492737,0.323691725730896,-0.13676252961158752,0.3928607404232025,0.4156474173069,-0.515022337436676,0.40105950832366943,0.42150288820266724,0.14400498569011688,0.4445613622665405,0.22112099826335907,-0.6609514355659485,0.44373488426208496,0.23969119787216187,0.049101125448942184,0.5692132711410522,0.10189241170883179,-0.6871533393859863,0.5578891038894653,0.10976189374923706,-0.23833872377872467,0.5968196392059326,0.07006710767745972,-0.7644883990287781,0.5877935290336609,0.07337158918380737,-0.2867271602153778,0.6109175086021423,0.07709050178527832,-0.7626876831054688,0.600400447845459,0.08121860027313232,-0.3159368634223938,0.6027848720550537,0.09233903884887695,-0.6903097629547119,0.591862678527832,0.09924107789993286,-0.2686719298362732,0.3535495698451996,0.7890089750289917,-0.22692306339740753,0.31713005900382996,0.7719852328300476,0.22655853629112244,0.5704643726348877,0.9709564447402954,-0.3887384235858917,0.11501725763082504,0.6446832418441772,0.3731924891471863,0.8450952768325806,0.9805569052696228,-0.27394571900367737,0.12635040283203125,0.9138360023498535,0.4677398204803467,0.8756488561630249,0.9509185552597046,-0.26332026720046997,0.1510339230298996,0.9616788625717163,0.4717290997505188,0.8838672041893005,1.0025625228881836,-0.3889269530773163,0.026052027940750122,0.9709734320640564,0.3840065598487854
Anjaneyasana,0.46411246061325073,0.31521841883659363,-0.5787824392318726,0.48821744322776794,0.3092764616012573,-0.6118861436843872,0.4931832253932953,0.3133835196495056,-0.6123459339141846,0.49720698595046997,0.31808388233184814,-0.6123349666595459,0.48142170906066895,0.30241096019744873,-0.5735614895820618,0.4813605546951294,0.3011847734451294,-0.5745421051979065,0.4810020327568054,0.2999780774116516,-0.5747777819633484,0.5182032585144043,0.33826979994773865,-0.6507083177566528,0.4933653473854065,0.3133126497268677,-0.47694140672683716,0.4620237648487091,0.34055498242378235,-0.5708566904067993,0.4536808729171753,0.3305685520172119,-0.5256418585777283,0.5179043412208557,0.45595231652259827,-0.6608954071998596,0.4505566358566284,0.36847415566444397,-0.3749876320362091,0.6046192646026611,0.3210820257663727,-0.9856575727462769,0.48166608810424805,0.24242448806762695,-0.483406126499176,0.7087132334709167,0.1567710041999817,-1.3233228921890259,0.5681769847869873,0.09876358509063721,-0.683518648147583,0.7258208990097046,0.1202613115310669,-1.4574390649795532,0.5959751009941101,0.07029801607131958,-0.7780491709709167,0.732699990272522,0.11485892534255981,-1.4697582721710205,0.6086999177932739,0.06847220659255981,-0.782443106174469,0.7136982679367065,0.12545865774154663,-1.3444545269012451,0.6068102121353149,0.08018505573272705,-0.7005228400230408,0.4167337417602539,0.680744469165802,-0.13080351054668427,0.4448677599430084,0.6364405155181885,0.13019303977489471,0.1250872015953064,0.6632776856422424,-0.22036521136760712,0.6376870274543762,0.6746585369110107,0.4783629775047302,0.11532077193260193,0.8044534921646118,0.1568765640258789,0.8599988222122192,0.6273275017738342,0.7829883694648743,0.13622650504112244,0.8285121321678162,0.19402067363262177,0.8742551803588867,0.6112397313117981,0.8198015093803406,0.01100689172744751,0.8422684073448181,0.13835573196411133,0.9608368873596191,0.63482266664505,0.836390495300293
Anjaneyasana,0.6350194215774536,0.32842037081718445,0.033578142523765564,0.6618831157684326,0.32892778515815735,-0.015494287014007568,0.6633906960487366,0.33234933018684387,-0.01588333398103714,0.6644968390464783,0.3356161117553711,-0.016014447435736656,0.6619712710380554,0.3278331160545349,0.021498722955584526,0.6635708808898926,0.33132418990135193,0.02064981311559677,0.6650042533874512,0.33501967787742615,0.020385321229696274,0.6675500869750977,0.36737164855003357,-0.151464581489563,0.6697328686714172,0.37230396270751953,0.009234183467924595,0.6218138933181763,0.35176461935043335,-0.00028059157193638384,0.6217427253723145,0.3529866337776184,0.04181366786360741,0.581256628036499,0.43105199933052063,-0.20983995497226715,0.6316778659820557,0.5496965646743774,0.048745449632406235,0.6709604263305664,0.24369700253009796,-0.3241889774799347,0.7417217493057251,0.6986090540885925,0.043218307197093964,0.7898116111755371,0.11076771467924118,-0.37710636854171753,0.8441190719604492,0.8134200572967529,0.024394970387220383,0.8127135634422302,0.0769469141960144,-0.4192420244216919,0.8702643513679504,0.8413761258125305,0.00033818534575402737,0.8245803117752075,0.09461206197738647,-0.41787654161453247,0.8722065091133118,0.8434445261955261,-0.00397702120244503,0.8181238174438477,0.11142981797456741,-0.3762422204017639,0.8628432750701904,0.834605872631073,0.021583300083875656,0.39944368600845337,0.7646051049232483,-0.08718618750572205,0.46981045603752136,0.7741053700447083,0.08670168370008469,0.1948808878660202,0.6450494527816772,0.002555033890530467,0.65603107213974,0.892612099647522,0.0895107164978981,0.16650184988975525,0.9079298377037048,0.07895353436470032,0.8735643625259399,0.8690146207809448,-0.3175199627876282,0.1861768364906311,0.9504820108413696,0.08814486116170883,0.8837375044822693,0.8563687801361084,-0.35489895939826965,0.07057324051856995,0.9345170259475708,0.0626058503985405,0.9503573775291443,0.8861868977546692,-0.4032989740371704
Anjaneyasana,0.38934749364852905,0.3428366482257843,-0.07133876532316208,0.39838966727256775,0.3195773661136627,-0.11659715324640274,0.40346014499664307,0.31840047240257263,-0.1171753853559494,0.4085977375507355,0.3173157274723053,-0.11734478920698166,0.39517197012901306,0.3196980357170105,-0.0502026341855526,0.3972146213054657,0.31878137588500977,-0.05100533366203308,0.3998834490776062,0.31744304299354553,-0.05130670219659805,0.4359728693962097,0.32233989238739014,-0.23017804324626923,0.43091756105422974,0.3219054937362671,0.07529466599225998,0.40014535188674927,0.3635527491569519,-0.10155366361141205,0.39453184604644775,0.3647920489311218,-0.017483267933130264,0.4781871736049652,0.4226829409599304,-0.3703613579273224,0.4389640688896179,0.42426183819770813,0.22095894813537598,0.42730793356895447,0.2507939338684082,-0.5292930006980896,0.40981072187423706,0.26992321014404297,0.15528827905654907,0.3992903530597687,0.11572068929672241,-0.5267289876937866,0.3944999575614929,0.13482922315597534,-0.10938846319913864,0.39017170667648315,0.08011960983276367,-0.5881993770599365,0.3878692388534546,0.1014477014541626,-0.1578274667263031,0.40494799613952637,0.07731050252914429,-0.5793637037277222,0.40234580636024475,0.09967219829559326,-0.18472974002361298,0.40882089734077454,0.09038388729095459,-0.5240545868873596,0.4054335057735443,0.10899066925048828,-0.13795281946659088,0.4539825916290283,0.7432184815406799,-0.1681649386882782,0.3996363878250122,0.7216988801956177,0.16768856346607208,0.6357908248901367,0.9266685843467712,-0.34912484884262085,0.20595523715019226,0.6636102795600891,0.2165471613407135,0.8894270658493042,0.9374522566795349,-0.243514284491539,0.16474419832229614,0.9000675678253174,0.3439968526363373,0.9069581031799316,0.9177766442298889,-0.2387259304523468,0.18356278538703918,0.9490225911140442,0.3498241901397705,0.9604945182800293,0.949532687664032,-0.364829421043396,0.05851367115974426,0.937143087387085,0.2765306830406189
Anjaneyasana,0.7010396718978882,0.33943456411361694,-0.17380720376968384,0.6882048845291138,0.31576091051101685,-0.1672138124704361,0.6848866939544678,0.31537434458732605,-0.1678483784198761,0.6811743974685669,0.31533876061439514,-0.16799038648605347,0.6854713559150696,0.31723329424858093,-0.2295806109905243,0.6808280348777771,0.31769534945487976,-0.23023757338523865,0.6754492521286011,0.3183640241622925,-0.2305024266242981,0.6484988927841187,0.32511216402053833,-0.0921485424041748,0.6423611640930176,0.32705041766166687,-0.37514418363571167,0.688643217086792,0.36279791593551636,-0.12902459502220154,0.6862221360206604,0.3627040982246399,-0.21650268137454987,0.606049656867981,0.42481693625450134,-0.014486920088529587,0.5967742204666138,0.43382763862609863,-0.4201068878173828,0.6227186322212219,0.26045385003089905,-0.019114457070827484,0.6219161152839661,0.258586585521698,-0.593578040599823,0.5927058458328247,0.11683475971221924,-0.16292014718055725,0.5934949517250061,0.10736393183469772,-0.6166044473648071,0.5850056409835815,0.0778195858001709,-0.2022351622581482,0.5931465029716492,0.06249505281448364,-0.6804431080818176,0.5699964165687561,0.07927954196929932,-0.21502169966697693,0.5736559629440308,0.06683307886123657,-0.6762581467628479,0.5715970993041992,0.099251389503479,-0.1773160845041275,0.5715696811676025,0.08515280485153198,-0.6254501938819885,0.6620700359344482,0.7332187294960022,0.12774799764156342,0.5986467003822327,0.7636793851852417,-0.12853564321994781,0.8774253726005554,0.6572440266609192,0.3350449502468109,0.38511431217193604,0.9285899996757507,-0.2673719823360443,0.8717656135559082,0.8784011602401733,0.4435807168483734,0.1432100236415863,0.9244986176490784,-0.17295125126838684,0.8433213829994202,0.9169944524765015,0.44190844893455505,0.12822002172470093,0.8842527270317078,-0.1608685702085495,0.9783464074134827,0.9259907603263855,0.3994852304458618,0.05226868391036987,0.9467962384223938,-0.2655394375324249
